text,label
"introduced the $2,000 family tax cut for families with children.",4
we will reaffirm the canadian government's position that nafta cannot require canada to export bulk water to other nafta countries.,3
"we also believe that democracy, by definition, must be decided by citizens, not politicians.",1
and undertake consultations with stakeholders and provinces to improve the program’s accessibility by extending the current benefit to meet the needs of part-time workers.,4
"improving pay and benefits for members of the forces, and exempting them from paying income tax on money earned while serving on high-risk international missions.",0
"it is time for smart, strategic investments that will turn our economy around and get it growing again.",3
making peacekeeping and peacemaking operations under un auspices the priority for canadian armed forces operations overseas and working with similar nations to co-operate in organizations that take a holistic approach to security issues.,0
we will increase enforcement by hiring more fisheries officers and updating the fisheries act.,4
the accord went a long way toward restoring the cuts to health care of the martin years.,4
create a national council on poverty elimination.,4
"b) ensure that binding water-sharing agreements among provincial, territorial and federal governments are created within the mackenzie basin (within 1 year).",3
while providing more humanitarian support,0
"in addition to the significant tax measures already described, every rural canadian tax filer will receive up front, each year, an annual green rural credit of $150.",6
every family's needs are different.,4
"our conservative government recognizes that french- and english-speaking communities contribute to our country's cultural, social, and economic vitality.",5
"the price will begin immediately at $10 per tonne of greenhouse gas emissions and steadily rise by an additional $10 per tonne each year, reaching $40 per tonne within four years.",4
supporting safe helicopters for the canadian armed forces.,0
"these are important steps to focusing on the promotion of health,",0
"as under the old law, the age at which the sentencing provision applies (14, 15 or 16) will be determined in each province.",5
to develop a system of regulated companies to hire caregivers on behalf of families.,3
"work with farm organizations and provincial governments to implement income stabilization programs that are consistent with our international trade obligations and approaches,",0
canadians must demand better for the brave men and women who put their lives on the line to protect us.,5
"today, far too many aboriginal students are not completing high school, especially on reserves.",4
"jack layton and canada’s ndp will respect your vote by: holding a referendum on whether to change the voting system to one based on proportional representation, similar to systems in germany and new zealand that respect voters’ choices, protect local representation and require broad levels of support for a party to qualify for seats in parliament.",2
"provide more funding for the rcmp, specifically to give greater training to new recruits and specialists.",5
ensure that the arctic is protected and defended through the coast guard and civilian enforcement of canadian law along with an adequate—but not excessive—military capability.,5
tom mulcair knows that the right choice – the only responsible choice – is for canada to commit to an approach based on sustainable development.,3
"proceed with the increased basic personal credit amounts, and the decrease in the lowest personal income tax rate, announced in november.",4
"on unity, the liberal party has made things worse – much worse.",2
"refocus the mandate of the canadian radio-television and telecommunications commission (crtc) to promote and protect canadian cultural industries,",4
"we have to address the multi-layered problems facing families through new, innovative fiscal, labour and social policies.",4
"make all votes in parliament, except the budget and main estimates, “free votes” for ordinary members of parliament.",1
canadians on moderate and fixed incomes have been hit particularly hard in recent years.,4
green party mps will: introduce legislation to establish a canadian index of well-being to provide the government with better information so it can do a better job of taxation and revenue sharing with the other levels of government.,3
"recruit 13,000 additional regular forces and 10,000 additional reserve forces personnel.",0
a portion of this balance will be allocated to initiatives to be announced later in the campaign.,3
"lastly, the green party government will confirm the core role of our military, clarify its purpose and equip it accordingly.",0
canada will support the development of kyoto’s clean development mechanisms focused on verifiable greenhouse gas reductions in developing nations.,4
"we do not agree that at this point the broad-based, general corporate tax cuts being proposed by the liberals and conservatives are necessary.",3
focusing community economic development and investment towards clean technology and services is both a smart economic development strategy and a superb investment opportunity.,3
"the lack of federal regulation, monitoring, and action has made canada one of the world’s biggest and most tragic offenders against the environment.",4
"the green party supports the delivery of social housing dollars to provincial, territorial and municipal governments through the traditional vehicle of the canadian mortgage and housing corporation (cmhc).",4
"new democrats are traders too, and consistently embrace multilateral approaches to solving global challenges.",0
a paul martin government will immediately submit judge gomery’s second report to a parliamentary committee for study and advice to the government and to parliament.,2
"these targets would be developed in collaboration with the provinces and territories relying on the work of the health council, the canadian institute for health information, the canadian institutes for health research and health professionals.",2
this energy intensive industry also contributes nearly twice as much to canada’s greenhouse gas emissions as do all domestic flights in canada.,4
the commercialization centers promise to become focal points for clusters of activity in many dynamic areas of technology.,3
"no canadian should be satisfied with the failed policies of the indian act and the huge bureaucracy of diand, the enormous outlays of funding for lawyers and “experts,” in the interminable comprehensive claims policy.",5
"clean energy and climate change: at the recent united nations conference on climate change in montreal, prime minister martin issued a call to action in the following words:",4
"to add insult to injury, consecutive federal governments have allowed critical infrastructure to go without needed maintenance.",3
and we will cut the middle class tax rates to 21 per cent from 22 per cent (a 4.5 per cent cut) and to 25 per cent from 26 per cent (a 3.8 per cent cut).,3
* address inter-provincial/territorial and international water-related concerns by demanding that government:,4
"* work with provinces, territories and industry to ensure that all mining operations are insured for environmental liabilities and have an adequate pre-funded plan for remediation when the mine closes.",4
taxes should be “smart. ”,3
the pmo is not part of our system of government.,1
"a carbon tax will apply at the wholesale level, across the country, to the full range of fossil fuels including coal, propane, natural gas, oil and diesel – based on their level of carbon emissions.",4
"taxing pollution and waste,",4
form integrated enforcement task force units to unite the rcmp with municipal and provincial police forces to share information and intelligence gathering techniques.,5
"we will review the limits on how much political parties can spend during elections,",1
"for decades, successive liberal governments have undermined and under funded canada’s armed forces.",0
report routinely and openly on budgetary surpluses.,1
"combatting immigration marriage fraud with a two-year residency requirement, which has resulted in a significant decline in commercial marriages of convenience.",5
"in his trip to washington in late april, prime minister martin also met with the leadership of the congress, a vital centre of decision-making in the u.s. government.",0
the ndp will mandate an independent review of the program to make a determination on whether the program is meeting its goals,6
the ndp remains committed to ensuring that public sector employees are treated fairly in retirement.,4
"we must ensure the tax system helps, not hinders, canadians.",3
"we will enhance access to capital, skills training and natural resources,",3
the council of canadian governments will be the catalyst for a new era of cooperation that establishes common standards to improve interprovincial labour mobility,3
"this legislation would create mandatory data breach reporting if individuals may face personal risk,",1
"canada has long been a refuge for people fleeing violence and oppression, from united empire loyalists and fugitive slaves from the united states in the 18th and 19th centuries, to eastern europeans and vietnamese “boat people” fleeing communism in the 20th.",1
"this ecological disaster, the result of federal government mismanagement, resulted in the loss of 30,000 jobs.",3
"work-place child care spaces create other benefits, recognizing the emerging literature that children benefit enormously from time with their mothers, especially when very young.",4
"if speculators are driving up the cost of housing to unaffordable levels, that's something the government can and should address.",3
"it is more cost-effective to hire temporary and short-term workers or get existing workers to work longer hours, including paid overtime, than to hire additional staff.",3
a liberal government will increase transfers to provinces and territories to ensure that canadians receive the service they need.,4
"require that, in the event of a disagreement between a minister and deputy minister on a matter of administration, the minister must provide written instruction to the deputy minister and notify the auditor general and comptroller general of the disagreement.",1
supporting a culture of innovation among canada's leading businesses.,3
require firearms vendors to keep records of all firearms inventory and sales to assist police in investigating firearms trafficking and other gun crimes;,5
a re-elected conservative government will move forward with making this important legislation even more effective at protecting canadian families.,2
"identifying and addressing current and growing ecological threats due to population growth, invasive alien species and new substances such as pharmaceuticals that make their way into the ecosystem, at a cost of $100 million over 10 years.",4
and designating a stronger new regulatory body for immigration consultants.,5
"* require greater involvement of people dealing with personal mental health problems in research planning, policy development, program evaluation and other decisions that affect their lives and communities.",4
"this can be a strong disincentive to taking a job since the loss of benefits – both cash and services – can offset, or even more than offset, the new income.",4
"and now a single senior can earn at least $20,360 and a senior couple at least $40,720 before paying any federal income tax.",4
does it address the needs of children?,6
hmcs discovery – located adjacent to stanley park – was constructed in world war ii from the vancouver half company of the royal canadian navy volunteer reserve.,0
"introduce environmental, human rights and labour standards into all trade agreements.",3
"we are in the midst of a cancer epidemic, and no one is willing to speak of it out loud.",4
"one can argue whether the changes are for good or for ill, but there is no doubt that many of these impacts will be devastating for the fragile northern environment.",4
these ecological systems are home to well over half of canada’s population and generate 75 per cent of canada’s manufacturing output and 25 per cent of agricultural activity.,4
"entrench the canadian wheat board as the single desk marketer for canadian wheat and barley,",2
"shorter hospital stays, earlier discharge,",4
restoring habitat protection to the fisheries act.,4
"the skilled trades are crucial for canada’s economic future, but companies can’t find enough skilled workers.",3
establishing a new expression of interest system that shifts from a passive processing of applications to fast-tracking of applicants with jobs offers or in-demand skills.,3
"the pearson peacekeeping centre, with its principal campus on the former cornwallis military base in nova scotia, provides unique expertise and training in peacebuilding and conflict prevention for civil and military officials from many partner countries.",0
"the ndp will also seek to contribute personnel who can play a leadership role and prioritize the contribution of personnel to situations requiring advanced linguistic, logistical and intercultural expertise.",0
"the liberal government has been addressing these issues – e. g. , the business development bank has created a $25 million fund specifically to help women expand their businesses and to seek new market opportunities outside canada.",3
"help canadians conserve energy,",3
increase career transition resources for artists.,4
"develop partnerships with provincial and territorial governments, and labour and management organizations, to make ei a key resource for public training strategies and programs.",3
"for those who have immigrated to canada and want to leverage their skills and background to benefit their chosen country, their community and their families, the challenge is often having their abilities fairly recognized.",6
as traditional industries face overseas competition and new industries emerge.,3
"we will begin by closing what has been called the “romanow gap,” identified in mr. romanow’s report and reflecting principles that go back to the period prior to 1977 when medicare services were explicitly cost-shared between the provincial and federal governments.",2
"nevertheless, it is neither clean nor green.",4
– reducing general corporate tax rates and scheduling phase out of the corporate surtax;,3
withdraw all government funding supports and guarantees for new nuclear plants.,3
we need to resurrect federal engagement in tourism promotion and support.,3
these funds must not be diverted to general revenue as was done by liberal governments.,3
it will also take a major role in making sure our borders are open and security measures are reasonable and not unwarrantedly excessive.,0
* introduce a corporate social responsibility act to regulate the mining industry requiring the highest environmental practices,4
"canadians are a trading and global people, unafraid to compete in the world and supportive of international institutions and rules that bring our world closer.",5
"the 2004 first ministers health accord committed $41 billion to health care system improvements, including $5.5 billion over 10 years to reduce wait times.",4
green party mps will: adopt animal welfare legislation to prevent inhumane treatment of farm animals including intensive factory farming methods.,4
we will:invest in the expansion of drug and alcohol addiction and prevention programs – including harm reduction programs – in partnership with the provinces and territories.,4
"jack layton and the new democrats – with a caucus team that is 40 percent female, the highest of any party in parliament - are helping to lead the struggle for equality for women at home, at work and in society.",4
"chronic underfunding of the first nations education system has held first nations students back: they are behind provincial peers in reading, writing, and numeracy.",4
and raided more than $54 billion from the ei fund.,2
"how can they justify funding cuts to the status of women and refusing to enact pay equity legislation, despite the recommendation from a two-year federal review of pay equity in canada?",4
establishing an east-west power grid to export cleaner hydro power from quebec and manitoba to coal-dependent provinces.,4
"canada’s industrial base is energy-intensive, and energy use is responsible for about 85% of canada’s greenhouse gases.",4
and will fully implement all of the auditor general's recommendations on enhancing mental health service delivery to veterans.,4
working with provinces and territories to respect foreign qualifications of professionals.,6
"bill c-51 must be repealed, as it infringes on the political and civil rights granted to all of us under the canadian charter.",1
"everybody else is finally catching up, in recognition of the fact that good infrastructure is vital to our country, our communities, and our day-to-day quality of life.",3
"as the only party working within a triple bottom line (economic, ecological and social) approach to every policy, our position on key environmental issues is clear.",3
"family owned and operated farms of small to medium size constitute the most reliable, high quality and economical food production system, now and into our uncertain future.",6
"we will work with métis people, as well as the provinces and territories, to establish a federal claims process that recognizes métis self-government and resolves outstanding claims.",5
"we will also work with provinces, territories, and other willing partners,",2
"we will introduce new legislation that will, among other measures: guarantee that all canadian security intelligence service warrants respect the charter of rights and freedoms;",1
"update parks canada's national park system plan to focus on expanding parks where needed to protect their ecological integrity,",4
but canadians are beginning to worry that our children and grandchildren may not enjoy the same opportunities that we have had.,5
"an ndp government would work as an even-handed, fair arbiter abroad with a renewed focus on the un and other international institutions.",0
firearms safety training.,5
"in the ndp budget, $1.6 billion was allocated for affordable housing construction with no requirement of provincial or territorial matching funds.",4
4) achieve better health through prevention,4
"all members of the fossil fuel industry will participate in the lfe cap and trade system, as above.",3
"we will: repeal changes made by bill c-42 that allow restricted and prohibited weapons to be freely transported without a permit,",5
"regenerate our air force through upgrades to the cf-18 fleet, new tactical and heavy-lift aircraft, and new maritime helicopters with enhanced multi-mission capabilities.",0
building affordable housing and providing rent supplements to low-income canadians.,4
"when our government is at its best, it represents all of us and brings us together to accomplish things we cannot accomplish alone.",5
"instead of raiding the employment insurance (ei) fund like the liberals – who raided $54 billion – and the conservatives,",2
improve access to natural and complementary health products and supplements.,4
"this act will set firm targets, and make the government accountable for achieving these targets.",2
canada committed to reduce its emissions to 6% below 1990 levels between 2008-2012.,0
our current laws call for life in prison for anyone convicted of high treason.,5
individual canadians spent an estimated $17 billion out-of-pocket on their health care needs in 2002 alone.,4
one of the best ways to generate business investment in canada is by offering tax incentives for that investment.,4
"in that spirit, the prime minister has already met twice with all the premiers and territorial leaders.",2
it's time to take the next long overdue step and expand our universal public health care system to include universal access to prescription drugs.,4
"– foundations for economic growth – e. g. , support for major resource developments like the proposed mackenzie valley gas pipeline",3
our constitution set up a taxation system that greatly favoured the federal and provincial governments.,5
thousands of handguns are coming across the border and into our urban centres.,0
"thanks to this loophole, some mps have accumulated large, secret trust funds.",2
we believe a responsible government will see the big picture and have well-integrated policies that truly prevent crime and truly protect our communities.,5
"and in workers’ right to fair wages, healthy and safe working conditions and working hours compatible with a good quality of life.",6
jack layton and the new democrats will take action to ensure the food you buy in the store is safe to eat.,3
the liberal government’s commitment to preserve and improve canada’s health care system has also remained steadfast.,4
"under these agreements, provinces will invest federal funds in regulated early learning and child care programs for children under six.",4
"providing incentives to build 10,000 new afforsable and market rental housing units.",4
jack layton and the ndp will stop the federal government from wasting millions of dollars challenging legitimate claims and painting victims as liars.,2
restore funds cut by liberal governments throughout the 1990s for shelters and transition houses for women who are victims of domestic violence.,4
"phased in over 5 years, will include increased investment and jobs in:",3
all federal grants and loans to industry will be subject to carbon conditionality clauses designed to steer all industry and manufacturing to 100% sustainability (the interface approach).,3
the home delivery of mail is a simple matter of fairness.,3
"just look at the facts: between 1998 and 2002, out-of-pocket spending on basic health care by canadians increased by almost 28%.",4
sustainable communities and sustainable livelihoods need healthy watersheds.,3
we are seeing leadership in canada at the provincial level.,5
canadians cannot wait for the liberal government to wake up to the growing threats to our national security.,5
"long-distance flights at high altitude and night flights will pay a carbon tax at up to twice the regular rate to cover the climate impact of nitrous oxide emissions (which convert to tropospheric ozone, a greenhouse gas) and high level cloud cover (which traps heat).",4
we just have to get moving faster.,3
and defend medicare:,3
"regrettably, the budget that followed failed to reflect the willingness of canadians to meet our long-promised overseas development assistance, putting canada even further behind the target of 0.7% of gdp than we were at the time of the disaster.",0
federal support for infrastructure has increased dramatically under our government.,3
"responding to the commitments of first ministers in the september 2004 health accord, the provinces and territories agreed on december 12, 2005 to the following benchmarks based on medical evidence as to maximum appropriate waiting time.",2
"in lieu of mr. harper’s gst cut the ndp will: increase the child tax benefit by $1,000 per child above the currently scheduled increases and inflation adjustments.",4
all canadians should be able to feel safe and secure in their own homes and neighbourhoods.,5
"since 2002, the liberal government’s broadband for rural and northern development (brand) pilot program has helped accelerate the deployment of broadband services in close to 900 rural and remote communities.",3
it’s time for canada to reassert independent policies that respect both canadian values and our american friends.,0
liberals support the 2003 first ministers’ accord on health care renewal.,4
the successful montreal conference produced a call to action that canada – as next year’s president of the un framework convention on climate change – will be proud to lead. (see box),0
"in february 2003, the federal and provincial governments agreed on a first ministers’ accord on health care renewal.",4
this will apply the full force of the law to offenders who engage in serious criminal behavior while exempting law-abiding gun owners who store their weapons legally.,5
work with international partners to create a united nations agency to promote and support women’s equality throughout the world.,4
"we will work co-operatively with provinces and municipalities to use new financial resources and innovative capital investment techniques, with a goal of eventually eliminating that deficit.",3
the speed with which new threats arise – sometimes from unexpected quarters – has increased dramatically.,5
we need to de-couple the perception that economic success is dependent on physical growth and build upon the benefits of a steady-state economy (non boom bust economy).,3
canada’s economy – to say nothing of its government – was increasingly hindered by mounting public debt.,2
"genuine, beneficial reform requires new approaches to primary health care (for instance, better access to doctors, nurses and clinics, no matter the time of day), home care, a reduction in waiting times and coverage for prescription drugs in situations where expenses are catastrophic to personal or family finances.",4
primarily in smaller communities and rural areas.,2
we will not be so in our time.,5
these initiatives help attract investment and job creation in canada,3
"to truly help canadian families live healthier, happier and more productive lives, the government must do more to promote healthy and active living.",4
"we will cancel stephen harper's tax breaks for the wealthy,",4
"after 2012, the tax will increase by 50% a year, and after 2015 no landfill will be allowed to operate without methane capture.",4
"and providing funding for 5,000 more nursing home beds.",4
we will establish new performance standards for federal services.,2
special measures for children with disabilities;,4
and put jobs at risk.,2
we will act on her recommendations.,2
all forest companies managing fsc certified lands will be granted a 5-year tax break for those lands upon certification.,4
enhancing the earnings loss benefit.,4
"a re-elected conservative government led by stephen harper will reduce the federal excise tax on diesel and aviation fuel by half - from four cents per litre to two cents per litre - reducing the price of transportation by truck, train, plane and ship, and helping to bring downward pressure on consumer prices.",3
"recognize the success of the scientific research and experimental development (sr&ed) tax credit in spurring private investment in research and development,",3
immediately banning all animal-to-animal feed.,4
together we should be capable of developing continental strategies for greater peace and security.,0
it will implement a national system of quality child care and early learning while reducing the financial barriers to higher education.,4
"in the meantime, after helping to lead the creation of key national programs in housing, health and income security – and in support of provincial priorities in post-secondary education and public infrastructure development – the federal liberal government walked away from its responsibilities in the mid-1990s.",2
it had to change.,5
"ensure clear, accurate and verifiable labelling on the origin of food and food products, including those that have undergone genetic modification.",3
"we begin by recognizing indigenous rights and title,",2
"the treaty, known as a foreign investment promotion and protection agreement or fipa, is lop-sided, benefiting the peoples' republic of china, while providing no advantage to canada.",3
"to address the crucial needs of canadian women, jack layton and the new democrats will: improve fairness for women at work:",4
"public health – the march budget provided more than $1 billion to support public health, including the creation of a new canada public health agency, which will be comprised of centres of excellence located across the country.",4
"we will review current programs and capabilities, and lay out a realistic plan to strengthen canada's armed forces.",0
"at the same time, we need better social and economic integration of new canadians, including language training, the upgrading and recognition of their professional and technical credentials, and critically important first job experience in the canadian work environment.",4
"like all canadians, seniors have fundamental rights and freedoms that deserve protection.",1
making strategic investments to encourage research and development and the creation of new products and technologies.,3
and there's more we can do to help aspiring homeowners buy and invest in their homes.,6
"our government has made historic investments in improving our trade-oriented infrastructure such as ports, harbours, and rail.",3
"and, many canadians recognize that offenders are often unaccountable to the community upon their release from prison.",5
a conservative government will set fixed election dates every four years.,1
2. appoint a job protection commissioner to investigate major layoffs and shutdowns.,3
"green bonds will be independently invested and managed, while providing canadians with a government-backed, reasonable rate of return.",4
"we must demand better ethics and integrity in government, and a cleaner, more accountable, more democratic political system.",2
"we also recognize the critical importance of defending languages and cultures,",5
canada also lagged behind in the effectiveness of regulations covering toxic and chemical waste.,4
"supporting industry-university partnerships. through the support of university and industry partnerships that foster innovation in the auto sector, we will help canada stay on the cutting edge.",3
"this revenue will be a source of stable, predictable funding so that municipalities can make long-term financial commitments to undertake major new infrastructure projects.",2
"as part of prime minister harper's historic apology to the former students of indian residential schools, we established the truth and reconciliation commission to educate all canadians about the indian residential schools system",4
"a re-elected conservative government will honour this important figure in our history,",5
"we no longer need to ask people to imagine its effects, for now we can see them. . .",4
"by ending door-to-door mail delivery, stephen harper is asking canadians to pay more for less service.",2
"others we will move on are thaidene nene (nwt), mealy mountains national park reserve (nl) and edéhzhíe national wildlife area (nwt), and expanding the rouge national urban park (on).",4
we will devote a fixed percentage of program funds to experimenting with new approaches to existing problems.,2
"we used to have a successful generic drug market in canada, but changes to the patent laws have almost wiped it out.",3
their claim: that these tax cuts would help improve canada’s productivity.,2
"promote the industries that reflect our unique identity as canadians,",4
betting a few billion can make the rich very much richer indeed.,3
these sites range from nahanni national park reserve in northwest territories to the historic district of old québec and present canada's stories of international significance to the world.,4
canadians lost 10 percent of our hospital beds the following year and today we have a wait time crisis in our health care system.,0
"and, for the first time, will provide a one-stop shop for both federal and provincial efforts in the u.s.",2
"we see the possible, and we are determined to pursue it.",5
- patient wait-time reduction targets for priority procedures identified by provinces are established by the end of 2006.,4
"to make canada’s communities safer, jack layton and the ndp will introduce an omnibus safe communities act, including:",5
"in quebec’s system, community-based organizations provide child care at a moderate fee.",2
"provide grants for 50% of the cost of solar thermal roofs or walls including solar hot water, as in sweden; green mortgage loans for the remainder of the cost.",3
"reaffirm and enforce the oil tanker moratorium on bc’s inland coast, including the north coast inside passage and hecate strait.",4
small business is the engine of the canadian economy,3
"the conservative plan isn't working for our children and grandchildren, and it's time to do better.",2
a re-elected conservative government led by stephen harper will take additional steps to ensure that canada's communities and hospitals have more doctors and nurses where they are most needed.,4
"the goal is to make canada a world leader in wind energy utilization, so that within a decade, five per cent of canada’s electricity will be generated by wind.",3
the largest recipient of canadians aid this year was afghanistan.,0
the housing provided must be designed with energy conservation in mind.,4
"through this new tax relief, our conservative government is making an affordable, targeted commitment to canada's single seniors, who deserve our respect and financial support.",6
and putting an end to high-risk plans for new raw bitumen export pipelines and tankers.,4
"canada is one of the world's great energy suppliers, providing the world with everything from oil and natural gas to coal, uranium, and biofuels.",3
"end “venetian blind” trusts that allow ministers to remain informed about their business interests,",2
"paul martin and the liberals have: abolished the national housing program, which, over its 20-year life, built housing in which 2.2 million canadians live and,",4
without criminalizing responsible citizens.,6
prime minister stephen harper has been a leader on a wide range of global issues,2
"making canada safe for first nations, métis and inuit women,wherever they are, by taking immediate action on the recommendations of the amnesty international’s stolen sisters report and by supporting efforts of native women to develop healing centres and educational and training opportunities.",4
"from the $250 million sponsorship program, to the scandalous waste and mismanagement of the $1 billion hrdc grants boondoggle, to the ineffective $2 billion gun registry, nearly every audit turns up more examples of liberal mismanagement.",2
* assist farmers in adapting to the unavoidable impacts of climate change by:,6
the former governor of the bank of canada called it “dead money” – and there's a lot of it.,3
"the act will eliminate barriers and promote accessibility, effective participation and equality of opportunity for persons living with disabilities.",4
we will provide canadians with a more secure retirement.,6
the ndp will stand up for canadians and small businesses to make life more affordable by: passing a new consumer protection act.,3
we must begin to measure the results obtained for the infrastructure money spent.,3
it is important to ensure that lower-income canadians are able to cope with any potential increase in their energy costs.,4
"to seize the potential of new canadians, a paul martin government will implement the following plan.",5
we will implement the following programs:,4
"created stronger governance of crown corporations, including a merit-based appointment process for chief executive officers, directors and board chairs.",2
"we want every family to succeed,",4
it’s time to end the liberals’ creeping privatization of health care,3
placing a priority on peacekeeping and peacemaking operations conducted under un auspices.,0
"putting a price on carbon will spur our industry to pollute less, either by using cleaner energy or innovating to become more energy efficient.",4
"supporting people in the health sector who want to upgrade their skillsthrough training leaves, facilitated by employment insurance.",3
the review will be completed this fall.,0
"remove immediately all subsidies to coal, oil, gas and coalbed methane.",3
stephen harper's lost decade has left communities with inadequate funding and complicated red tape that delays construction.,2
"in the north, exercising our sovereignty through effective military capability,",0
"put greater priority on family reunification, especially the reunion of children with their parents.",6
"however, the kyoto protocol is an ongoing international effort, and we must build momentum now in order to close that gap in the next phase of the agreement, after 2012.",4
"nevertheless, canadians are feeling more squeezed economically than ever before.",3
"but one of its limitations is that while putting money in your rrsp saves you taxes when you invest, you can pay even higher taxes when you withdraw your investments.",3
"and we believe in encouraging canadians to save, which is why we've expanded significantly their ability to do so.",6
"raise the threshold for the small business tax rate from $300,000 to $400,000,",3
revenue from the carbon tax will allow the green party government to reduce payroll taxes and reduce this perverse incentive.,4
it began in october 2005 when ed broadbent introduced the first-ever ethics plan by a federal political party aimed at restoring ethics and accountability to politics in canada.,2
the ice bounces back the sun’s rays (the albedo effect).,4
"to add insult to injury, stephen harper then spent nearly a million dollars of their own tax dollars fighting them in court.",2
it’s time for a new approach.,2
"triple canada’s contribution to the global fund to fight aids, tuberculosis and malaria.",0
landfill gas accounts for 4% of canada’s emissions.,4
"it is time for a government that focuses on the needs of communities that depend on farming, lumber, mining, and fishing – sectors vital to ensuring canadian prosperity.",3
"appoint a procurement auditor to ensure that all procurements are fair and transparent, and to address complaints from vendors.",2
"ensuring equal pay for equal work,",4
funds for forestry industry modernization and community relief;,3
