text,label
"a commitment to responding to the recommendations of the final report of the coag advisory panel on reducing violence against women and their children, and the recommendations of the victorian royal commission into family violence, within a year of taking office.",5
"in light of the recent supreme court decision, we will restore the original spirit of the industrial relations (miscellaneous provisions) act 2004 through legislation and procedural change.",6
"spending has become increasingly unfair, with scotland receiving a considerably higher per capita spend, despite moving towards further tax-raising and spending powers of its own.",4
nationwide professional learning and development to support our teachers and ensure quality curriculum delivery which meets the needs of all students.,4
"37. the eff will require any studio or company that wants to film in south africa to engage in some form of co- production, with skills hand-over.",3
and provide better care for patients.,4
the afc women’s asian cup.,4
"this means leadership rather than spin, reform rather than revolution and building on the strengths of the service and the hard work of its staff.",4
and promotes wraparound care and other flexible options.,4
20. families at risk. appoint mentors to teach parenting and life skills,5
require all new homes to be built to the passivhaus standard.,4
do we want a government that has the strength to care for its people,4
they stripped peak advocacy organisations of their funding and slashed money from community legal centres and family violence services.,5
we will create a digital hub in galway city through the provision of sufficient broadband levels and ioa/government incentives.,3
"human development will be integrally linked to environmental preservation by, for example, expanding access to alternative energy sources, protecting our sites of natural value, strictly controlling water use, and expanding opportunities in ﬁshing.",4
the stigma of mental health,4
"better station facilities for travellers, including restoration of neglected station buildings",3
"the president and congress have already made it possible for community health centers to serve an additional 3 million americans - a total of 13 million - as part of the president's five-year plan to fund 1,200 new or expanded sites to serve an additional 6.1 million people.",4
and is subject to inappropriate lobbying and cronyism on a massive scale.,2
introduce the te rā o parihaka bill to replace guy fawkes day with a new public holiday to commemorate the parihaka movement,5
we also condemn the rhetoric of too many london politicians towards asylum seekers.,1
"regional branding: we will encourage co-operation between bord bia and local business support centres to give small businesses assistance in developing individual food brands and will seek protected geographical indicator status for indigenous foods,",3
this is a voluntary process.,2
saving police time and stopping vulnerable people being detained in police custody.,5
we will review priorities based on an evaluation of progress achieved under ka hikitia.,4
liberal democrats have a transformative plan to make the uk a world leader in responsible innovation by taking advantage of the uk’s strengths and what we are good at as a nation:,5
we will work to strengthen european common foreign and security policy to enable greater scope for united european action.,0
we believe that it is time to redress the balance.,4
we will also encourage employers to provide paid vacation.,3
"corruption is a broad societal problem prevalent in both the public and private sectors, requiring the commitment of all actors in society to eradicate it.",2
"conditioning of favorable trade terms for china on respect for human rights in china and tibet, greater market access for u.s. goods, and responsible conduct on weapons proliferation.",0
benefiting some of our most deprived communities.,4
moved to ensure the security of our nation through long-term planning for our defence forces.,0
and to put in place clearer rules on who is fit and proper to own or run tv and radio stations.,1
"we will concentrate resources on crime prevention and on increasing conviction rates, rather than spending billions on building prisons.",5
"the job of local government is to provide the leadership to improve quality of life, and offer the citizen a seamless, one-stop service.",4
"south africa must prepare to respond to climate change,",4
a nuclear-armed iran is an unacceptable risk to us and our allies.,0
seek progressive realistion of the living wage.,3
we will examine initiatives in other countries to encourage uptake of e-vehicles with a view to introducing such schemes here.,4
we have provided in-class support for an additional 4000 students with high needs,4
this is building a generation of future australian leaders with deeper understanding of our region and relationships to last a lifetime.,0
• new zealanders should be free to choose their own health service providers,1
"that has long-term economic, social and environmental sustainability,",6
- ensure that food is healthy and safe.,2
and restore security and certainty to middle income earners.,6
laila harré has waged one of the most successful campaigns ever by a first-term mp in her battle for paid parental leave.,4
new rehabilitation services,4
business needs communications infrastructure,3
over one third of people who accessed specialist homelessness services over the three years to 2013-14 were seeking assistance due to domestic and family violence.,4
introduce legislation to further protect and closely regulate coastal environments that may be affected by increased aquaculture production.,6
"oversee bodies that provide services to the elderly,",6
and legislation to promote skills.,3
the nationals will work with the states to develop funding schemes which complement the existing assistance offered by some state governments.,3
we will ensure the bbc and public service broadcasting has a healthy future.,4
support a universal student allowance,4
"we will continue to support the first past the post system of voting, as it allows voters to kick out politicians who don’t deliver, both locally and nationally.",1
"scotland has the world’s most ambitious emissions reductions targets in law,",4
"schools in england are facing an unprecedented funding crisis, with rising pupil numbers and an inadequate financial settlement meaning that real-terms per-pupil funding is being squeezed.",4
"to the extent such wavering encourages our adversaries to fight harder, our men and women in uniform suffer the consequences.",2
national has committed to investing the first $1 billion from the future investment fund into:,4
build a country in which all belong and in which all feel at home.,5
"we also won agreement that where the state controls any media, those media shall be obliged to be balanced and objective.",1
"the udm believes that nutritional issues and family planning must form a basic part of primary healthcare,",4
"there are 120,000 people working in public health services,",6
", is a special responsibility of the federal government and should be a model for urban areas throughout the country.",2
the green party will consult widely on the organisational details of a rail operation in public ownership and how it will link to democratic accountability at the regional and city-region geographical scales.,3
"labour will subsume the current activities and functions of forfas, the innovation taskforce, the advisory council for science, technology and innovation and the sustainable energy authority into a newlyestablished innovation strategy agency an independent agency within the ida / enterprise ireland structure, whose role will be to stimulate technology-enabled innovation in the areas which offer the greatest scope for boosting growth and productivity.",3
households and councils will not pay any water royalty.,4
and speeding up courts hearings.,2
and the same approach should be taken across the uk.,4
generate revenue that will be recycled into company tax cuts to enhance productivity and competitiveness - the 'double dividend' of environmental tax shifts. 18,3
"the united states and our coalition partners are helping prepare iraqis for the defense of their own country, including through the work of the nato mission to train iraqi security forces.",0
whose plans would gut investments in federally financed labs and universities that build new american industries,3
"we will therefore ensure that children, where it is required, are taught in their mother tongue in the foundation years from gr r to gr 3 to strengthen their learning capabilities,",4
but these changes make our alliances more—not less—crucial to our success.,0
while building physical activity into their daily journeys.,4
"education,",4
activity and sport based tourism: we believe that ireland is a fantastic location for activity and sport based tourism and we will work with failte ireland to help them develop this sector further.,4
• pass the sentencing (aggravating factors) amendment bill.,5
"we will tackle entrenched racial disparities in health care,",4
"this is a targeted and time-limited grant to ensure, among other things that no child starts school without a raincoat or shoes.",4
"and where parents have neglected to control their children, they will be brought to account.",5
"with support for community owned renewable energy, battery storage and solar energy, we can transition to a clean energy future",3
the failure of parliament to deliver brexit,1
spread the purple flag initiative to all towns to ensure they maintain the highest safety standards and are welcoming places for families.,5
ensured our soldiers have the equipment they need when they need it,0
"and, despite forming less than one per cent of the global population, we boast more nobel laureates than any country other than america.",5
"simplify rent subsidies such as the accommodation supplement and income related rent subsidies package to allow more whānau to capitalise on their family support tax credits, income related rent subsidy and/or accommodation supplement allowances as a deposit for a home",3
to managing china’s rise,0
"we will continue to develop victim support services, including the garda victim support offices, and enhance support services in the courts system.",5
the green party would oversee a radical democratisation of local government in this country.,2
the agency will manage the development.,3
"so that learning is meaningful, relevant and creates a foundation for self-determination, entrepreneurial skills and opportunities for a positive future.",4
giving title deeds to urban housing beneficiaries so that they can pass their homes on to their children.,3
liberal democrats want to give every child the chance of attending an excellent local school.,4
"with a proper mining tax, the greens would boost school funding sooner than labor",4
the annual nature of the spending target can mean substantial amounts of money being allocated in short-time frames and poorly spent.,0
"10,000 new homes in canterbury,",3
garda management - it is essential that the management of an garda síochána be modernised and kept in line with best international bench-marked standards:,2
"we will establish a formal relationship between the welsh government and the consular association in wales as a starting point for developing a strategy to encourage more diplomatic representation in wales, bringing together key businesses, with a shared objective of enhancing the welsh economy.",0
"as the uk has about 1% of the world’s population, its allowable budget would amount to 10 gt co2.",6
"in total, the package is expected to lift 50,000 children out of poverty by one oecd measure",4
social housing waiting lists get longer and longer.,3
"for this white house, education is an easy promise - easy come, and easy go.",2
"support cost-effective, drug-free treatments, such as counselling and cognitive behavioural treatment for depression;",4
"but the world's leading expert on how marine life is affected by seismic surveys, dr lindy weilgart, disagrees.",4
our policies will tackle the deep rooted disadvantage experienced by those left behind by the celtic tiger.,4
"if they do not, investors will not get all their funding back.",4
repeal the protection of lawful commerce in arms act (plcaa) to revoke the dangerous legal immunity protections gun makers and sellers now enjoy;,5
"women are especially dependent on buses, which also provide a lifeline for both older and younger people and for many economically disadvantaged groups.",3
"with this plan to tackle the five giant challenges we face, with our proposals to establish a stronger britain and a prosperous future, we will, as a nation, go forward, together.",5
"democrats believe we must accelerate the pace of medical progress, ensuring that we invest more in our scientists and give them the resources they need to invigorate our fundamental studies in the life sciences in a growing, stable, and predictable way.",3
we will establish a department of environment and energy which will co-ordinate climate-change policy.,4
4. a $500 million per year investment in children's health and education to reduce the harm caused by poverty.,4
millions lived in fear.,5
 would bog the sector down in more red tape and unnecessary bureaucracy.,2
that’s why we’re committed to protecting them from pollution.,4
"the da will also crack down on overloading, and impound offenders’ vehicles for prolonged periods in serious cases.",5
"to do this, we need better coordination of core new zealand strengths – this is the key idea informing the government’s ‘nz inc’ country strategies.",2
"our prosperity process will embrace all sections of our community, including older people who have real needs and concerns.",4
the first is uncertainty concerning the americans who became prisoners of war or were missing in action.,0
"* to make new zealand the most pro-business, pro-jobs country in the developed world.",3
"the existence of welfare traps, where individuals become worse off by taking a job can be mitigated through the introduction of refundable tax credits.",4
"it is important to recall that there are still 1.86 million working in ireland, up from 1.5 million in 1998.",3
individual member states must be free to decide whether or not their national forces will take part in any particular action.,0
that is why we will vigorously oppose plans for further cuts in child benefit and tax credits allowing these payments to erode in value simply pushes more children into poverty.,4
new zealand can promote an independent foreign policy which champions,0
we advocate increasing subvention to public transport operators.,3
work with ofcom to ensure that mobile phone companies provide fast and reliable coverage in rural areas.,6
new forms of contracts will be put in place to accommodate persons transitioning from full time to part time work to retirement and other such options.,6
this will mean we are increasing the total average amount spent on school building projects each year by more than 50 per cent over labour’s spending to an average of $680 million a year.,4
increasing sme access to procurement,3
with the sole objective of transporting power through the national grid at the lowest possible long-term cost to the consumer;,3
"and drive the transition to a smarter, greener economy.",3
commit to implementing solutions to health workforce problems that have been jointly developed by health professionals.,6
the snp believes that our students should be able to seamlessly travel to europe for study and we will support the continuation of programmes like erasmus+ and other arrangements such as those being worked on by the aurora group of universities including aberdeen.,4
"defence has identified 18 sites known, or likely, to have used substantial quantities of perfluorinated chemicals on site.",4
on top of the £120 billion that we have already identified and delivered over this parliament.,3
a 170 per cent increase in the past two years in the number of employers delivering workplace numeracy and literacy training,4
ensure that noise insulation levels protect the quality of life of home owners.,4
• rising incomes and stable prices: incomes are rising faster than prices.,6
we need to cover all garda districts to ensure that a community garda is based in the area with strong links to the local community.,5
"to build the systems and structures that will support and promote such an environment, the da will: create a new ministry of advanced education and technology, bringing together higher education and the functions of the current department of science and technology.",3
"it is generally perpetrated by men against women, and is often witnessed by children.",6
"outsource infrastructure: including police stations, courts and prisons should be constructed through build-operate-transfer concessions with the private sector.",5
we will ensure that an chomhairle um oideachas gaeltachta agus gaelscolafochta is sufficiently resourced to fulfil its remit to develop primary and secondary school textbooks and resources in irish.,5
"the fragmentation of the education system, with more than half of secondary schools and one quarter of primary schools in multi-academy trusts (mats), had led to a lack of accountability to local communities.",4
"build homes and raise standards with the money released by the capital debt transfer up to 20,000 socially affordable homes can be built in the first four years, and a further 35,000 homes can be brought back from below tolerable standard.",4
that means protecting your high street and community from excessive tax hikes,3
you will never be given assignments which have not been clearly defined and for which you are not professionally trained.,0
increase localisation of the food chain and encourage direct sales via local markets;,3
"“national will set a target of 98 per cent of new entrants in school having participated in early childhood education, to be met by 2015. ”",4
"encourage all social landlords to develop plans to install solar panels on all suitable properties, building on kirklees council’s pioneering £10 million plan to install solar panels on 2,000 council homes over the next two years.",4
annual savings will increase to £11 billion by 2019/20 and money for bilateral aid projects will not be languishing in eu bank accounts,0
"we will continue to develop the strategic road network, providing extra lanes on our motorways and improving key routes",3
first woman mp,6
"we implement programmes to attract especially the relevant skilled and professional personnel into these institutions, train additional personnel, and constantly review salaries and working conditions to where appropriate improve the remuneration of these public sector workers;",2
this will entail scaling back or radical transformation of damaging material consumption and emissions,3
we will give councils new powers to regulate short-term lets through companies such as airbnb.,2
"implement in full the fáilte ireland ‘competing through people’ programme, which looks to people working in the industry as a principal source of competitive advantage, and their skills as a key variable in delivering strong business results.",3
"that bedrock american idea has animated our country from its earliest days,",5
and work with canterbury councils to rebuild canterbury.”,3
"extend access to the instant asset write off so that small businesses with a turnover less than $10 million can instantly deduct each and every asset under $20,000.",3
"wage earners are being taxed more for acc, yet they are now getting less cover and protection than ever.",6
• focus on unemployment and job creation as its number one priority.,6
this means someone in a multi-million pound property pays a far lower proportion of tax than someone in a one-bedroom flat.,4
"we are inclusive, we promote multiculturalism and we encourage the sharing of power among our constituents.",5
"this neglect is reﬂected in labor’s approach to securing our borders against illicit drugs, illegal ﬁshing crews and people smuggling.",5
"our country's levels of education and skills are raised so that we can have the kind of skills pool that will attract investors to our country,",4
"we will update the human rights act and administrative law to ensure that there is a proper balance between the rights of individuals, our vital national security and effective government.",1
"we want a public service that understands the aspirations of whānau, hapū and iwi",5
labour will:ensure all new zealanders have access to and can actively participate in artistic and cultural opportunities which enrich their lives,4
because it is an investment by the state in the creation of a larger tax base in the long run.,3
invest £500m to transform mental health care with waiting time standards to match those in physical health care,4
"boost carers allowance, disability benefit, invalidity & blind pension by a further €10 per week top-up",4
"schools will be asked to report students who are leaving school and not going onto further training or employment, so we can support them and ensure they don’t end up on welfare.",4
"from the failure to uncover the september 11th plot to the deeply misguided reports about iraq's supposed weapons of mass destruction, we have experienced unprecedented intelligence failures in recent years.",5
• introduce training levies.,3
"also, millions of people who can now withdraw unlimited amounts from their personal pension pot may not be well-informed enough to make the best onward investments, or avoid falling victim to scams.",4
"and the right to take industrial action, including strikes and peaceful picketing.",6
ensure adequate funding and support for family home carers under acc.,4
"replace ofsted with a new hm inspector of schools. inspections should take place every three years and should consider a broader range of factors including the social and emotional development of children, and the wellbeing of staff and pupils.",4
"we will increase mobility and access to independent travel for disabled people and undertake a full review, with the view of implementing a nationally consistent and available scheme.",3
"rigid tenure systems based on the “last in, first out” policy should be replaced with a meritbased approach that can attract fresh talent and dedication to the classroom.",6
"brexit will mean the eu charter of fundamental rights would not apply, and the eu court of justice (ecj) would not be the final arbiter in providing rights’ protections.",1
innovations in science and technology are essential if we are to meet the challenges of addressing climate change and the transition to a sustainable society.,3
"complete reform of the gender recognition act to remove the requirement for medical reports, scrap the fee and recognise non-binary gender identities.",4
reduce food waste by working with producers to reduce supply chains and through public education programmes,4
that includes one of our most valuable natural assets our land.,2
that is not fair and works against those on lowest incomes.,6
" overhaul the various programmes and funding arrangements to assist migrant settlement to ensure they are appropriately targeted to the needs of ethnic communities,",5
these pillars are themselves grounded on a liberal democratic foundation: the rule of law;,1
"our communities are built around clusters of families, friends, neighbourhoods and parishes.",5
"making much more effective use of alternative sanctions, such as the community service order scheme.",5
is committed to redress.,4
"all small businesses can immediately write-off the full value of assets costing less than $6,500, including motor vehicles.",3
national believes these people deserve our support.,4
"but at the same time learning from difficulties in delivery there, in order to provide childcare that benefits child development and helps parents.",4
"we will also lobby sadc countries to seriously consider establishing an apparatus to respond to cross-border-crime and terrorism, as well as the gathering of intelligence.",0
"about 418,000 children - 40 percent of all kids - now live in rental homes.",3
$267m investment in commuter rail,3
"(ii) a professional civil service,",2
it is grossly irresponsible for the current prime minister to call the environment 'incredibly benign'.,2
we propose to introduce efficiency and effectiveness audits to ensure that public spending is meeting economic and social goals.,2
labor will invest in the job-creating infrastructure and manufacturing that will create local jobs and drive south australia’s economy for the next generation.,6
the government should also seek to raise revenue through methods other than taxation or selling off public assets in order to reduce the burden on taxpayers to the greatest possible extent.,4
"""to set clear goals for excellence ...",4
labor’s policy is a $36 billion investment in our nation’s schools over the next decade.,4
"north korea is perhaps the most repressive regime on the planet, run by a sadistic dictator.",0
"we will pass a green transport act, including a national plan to improve dramatically britain’s air quality by 2020.",4
the choice for families is clear this election.,4
national's inaction over child poverty stands in stark contrast to its decision to find $4 billion to cut the taxes of the wealthiest 10 percent of new zealanders.,4
"implement sound environmental practices, with an emphasis on sustainable development, recycling, environmental sustainability.",4
"to accompany these programmes, the da will crack down hard on drug and alcohol abuse – a problem that leads many young south africans to destroy their lives.",5
ensure that the ownership of tribal or trust land is negotiated between the relevant traditional authority and the community in order to extend land ownership for the benefit of everyone connected to the land.,4
"we will support farmers to protect and restore the natural environment alongside their critical roles in producing food, providing employment and promoting tourism, leisure and health and wellbeing.",4
our dáil team consistently drew attention to the extent to which public money is wasted through ppps.,3
and require any new gas stations built after 2030 to be fitted with carbon capture and storage (ccs) technology.,4
that those who have been willing to defend our homeland have ended up without a home themselves is appalling.,0
this will ensure the unity of working class and combat xenophobia.,4
president bush signed into law authorization for the concurrent receipt of both military retired pay and va disability compensation for combat-injured and highly-disabled veterans.,6
conservative cuts are starving schools of the funding they need to deliver a first class education.,4
• ensure police have the time and resources to put all relevant information before the court.,5
can its efficiency be improved?,2
and consult on including all conservation land in the coromandel in the mining ban.,4
we will transform the old business expansion scheme into a new and better focussed business investments targeting employment scheme (bites).,3
it allows us to attract the best and brightest from all over the world.,5
"we are beginning to see success as a result of the no child left behind act at the elementary level, and now we must improve our high schools so that every graduate is prepared for the rigors of college, for the best jobs of the 21st century economy, or for military service.",4
and application of pay ratios.,6
not all problems can be solved by increased spending but it is certainly true that new zealand’s public health service was allowed to be run down as a result of a mean-minded approach and a penchant for structural change.,4
kiwibank was set up to make the australian-dominated banking industry offer fairer prices.,3
"• foster prosperity generally by reducing taxes,",3
new obligation: to reapply after 12 months,6
"we will determine a fair settlement of the uk’s rights and obligations as a departing member state, in accordance with the law and in the spirit of the uk’s continuing partnership with the eu.",0
to give every school leaver similar opportunities to get jobs or to get into higher education.,4
creating voluntary incentivised partnerships with farmers so that farmworkers can own shares in the farms they work on.,3
the previous labor government invested in female athletes through the australian sports commission; supported the appointment of women to leadership positions on sports boards and governing bodies; and funded a $1.45 million women in sports media grant program.,4
"the time has now come to focus on britain’s next big economic challenge: to foster growth that works for everyone, right across our country.",4
almost half our income for the common good?,5
in energy conservation,3
"we want christchurch to thrive again so that’s why our plan focuses on unlocking the potential of our city with urgency, breaking the existing deadlocks that have been slowing down the regeneration of this great place.",3
we have clearly identified a range of abbott-turnbull government policies which do not meet our test for the national interest and will be discontinued under labor.,3
identify potential trouble spots and to find proactive solutions.,2
increase municipal recycling waste targets from the current 35% to 50% by 2013;,3
labour is committed to the concept and practice of public enterprise.,3
some further details of that initiative will be released during the campaign.,1
"■ labour in government will establish a national office for travellers’ affairs, similar to the national children’s office.",6
we will seek to empower this new over-arching regulator and consumer champion to enforce our fair trade act.,3
"consistent prevalence of rule of law,",1
"three sets of vaccinations are given at six weeks, three months and five months to protect children against polio, whooping cough, hepatitis b, and pneumococcal disease.",4
but loan payments will be a first call on earnings ahead of income tax.,4
"the conservatives have failed to play a constructive role in resolving the world’s most pressing humanitarian crises, including in kashmir, yemen and myanmar, and the escalation of tensions with iran.",2
"national will look at ways to make sure that people who have been hounded from their job retain access to justice,",6
"fast forward subtitling and sign language interpretation targets for people who are deaf or hard of hearing,",6
ensuring that zimbabwe is self-sustainable and,0
was highlighted by the supreme court’s decision last summer to declare unconstitutional the crime of statutory rape.,6
rolled out a major seismic data acquisition programme to increase the knowledge of petroleum basins in our territorial waters.,3
the president transformed the mission of the fbi to focus first and foremost on preventing terrorism.,5
when house prices crash there are consequences for the whole economy.,3
"we intend continuing with an active foreign policy in the next five years, based on a series of further steps forward in key areas.",0
• make it clear that violent young offenders should indeed be treated differently from non-violent offenders through:,5
"establish a new development agency for the audiovisual industry, screen ireland, amalgamating the functions of the irish film board, the industrial development authority and enterprise ireland in relation to film and multiplatform audiovisual content production in ireland.",4
"we agree with scientists and public health experts that the united states—and the world—must achieve net-zero greenhouse gas emissions as soon as possible, and no later than 2050.",4
"many would not know that the world's second largest 3d printing services bureau, ponoko, is headquartered in new zealand.",3
"7. create a state pharmacy which will source drugs from the world market, putting an end to the agreements with the irish pharmaceutical healthcare association (ipha), and the association of pharmaceutical manufacturers of ireland (apmi)",4
and many promises have been made and broken in respect of the promotion and protection of cultural diversity.,2
recreation and sport should be provided and promoted in a way that encourages healthy lifestyle choices and behaviours.,4
these units offer training and information to teachers and schools and liaise with local hse drug education workers to support schools in a dedicated alcohol and drug awareness programme.,5
close all remaining legal loopholes that have allowed millionaires to pay no tax whatsoever.,4
that's a small price to pay to release $750 million of savings to families and businesses.,4
"historically, australian banks have shared negative credit information.",3
labour's challenge is to rebuild the sacred social contract between the people and their government.,1
credit unions: fine gael recognises the vital role that credit unions play in their communities and the support they provide to the local economy in which they operate.,3
"we will establish a comprehensive framework for the early education profession, including qualifications, professional development and remuneration.",4
"instability around the world can affect us directly and we have a global responsibility to play our part in reducing international conflict, controlling the spread of weapons of mass destruction, and contributing to international peace-keeping and peace-making operations.",0
– a place where entrepreneurs know they can build on their ideas and find success.,3
mobilisation of our people to actively take part in decision-making processes that affect their lives;,1
revive the role of democratic trade unions.,6
"the first stage will benefit more than 25,000 people in five locations across the country and a historic agreement has been reached between the federal and nsw state governments to roll out disabilitycare australia across the state by 2018-2019",6
"under our proposals, if twenty per cent of an mp’s constituents demand it, within a period of eight weeks, a recall ballot will be triggered.",1
this improves school performance and benefits health and wellbeing,4
"opportunities for workplace-based training and experience will be created through greater partnership between the sector education and training authorities (setas), workplaces, and education and training institutions.",3
gladstone families will benefit from the safer roads with heavy truck traffic removed from glenyon road to blain drive and gladstone’s ring roads.,3
"ukip has sound policies that will put british farmers first, promote high standards in animal husbandry and help secure a vibrant, thriving agriculture sector for britain”",6
restoring access to lifelong learning by supporting mature students and their families.,4
- better managing claimants who have been off work due to an injury.,6
" introduce a multicultural act, similar to legislation in canada, for the preservation and enhancement of multiculturalism in new zealand;",5
export processing zones must be established.,3
a belief not just in society but in the good that government can do;,2
"in government, we will establish a “single window” for traders, whereby trade-related information is only submitted once through a single, electronic entry point.",2
"and, • conduct a full scale independent inquiry into all government red tape and compliance costs requiring that their existence be justified,",2
we are committed to increased investment in public services.,4
in government the progressive democrats will promote the indigenous production of biomass by:,3
tackling tax evasion and aggressive tax avoidance and tax planning is an important part of our long-term economic plan.,3
"supporting pacific housing, health and wealth creation",5
in the sadc region access to financial services has not been complemented by usage.,3
share the cost of social protection with insurance companies where possible,4
international links are also vital.,0
"reduce poverty by half through economic development,",3
"labour’s policy of three years free post-school education will see tens of thousands more people study in all fields,",4
• introduce training levies.,3
this $132 comes before the increase in the minimum wage.,6
"believe veterans from guam and the virgin islands should have access to timely and quality department of veterans affairs (va) care,",0
approval will be dependent on compliance with specified operational and reporting criteria.,3
"our military unrivaled,",0
"we want to take europe forward, to meet british needs.",0
this was followed by the closing of a range of successful programmes and policy of neglect and disinterest.,2
the da will: keep traditional leadership above inter-party political competition by requiring traditional leaders who wish to stand for government to relinquish their status.,2
the government has allocated funding for the network in the budget 2011 education contingency.,4
seek more flexible instruments to add to the toolkit to ensure strong development outcomes.,0
the present centralisation of the police is part of the problem.,5
cells are overcrowded; dangerous prisoners escape and there seems to be as much crime in prisons as outside.,5
"and proceed with hs2, hs3 and crossrail 2, including development of a high-speed network stretching to scotland.",3
tyranny and injustice thrive when america is weakened.,0
and grow america’s natural carbon sinks by conserving 30 percent of our lands and waters by 2030.,4
we will stand over those proposals for reform as set out in our ‘making stormont work better’ document which have not yet been delivered.,2
and a strong global economy underpinned by open trade routes.,0
increased the minimum wage each year to keep up with inflation.,3
"continuously appraise and enhance all relevant control systems, in particular the performance linked financial management and management information systems.",2
reduce the size of the public service and have fewer offices of ministry.,2
• provide schools with a greater ability to run their own affairs.,4
1. propose a constitutional amendment to prevent the privatisation of our health service,4
• improve residential and commercial building standards for energy efficiency.,4
"better collaboration between what clients want and what services are available may require changes to funding and contracting arrangements, with the client having a stronger voice in decision-making;",6
"however, opportunities for play and exercise are diminishing, both in and out of school.",6
"at one-fifth of the country’s schools, less than 20% of candidates passed.",4
we will seize this historic opportunity.,3
"only the scottish conservatives can block a sturgeon/corbyn alliance and stop a second independence referendum,",5
"by removing the fbt on business purchases of electric vehicles, we’ll provide a major cash incentive for companies to swap their fossil fuel-burning vehicles for a more efficient, cost effective, and clean fleet.",3
that individuals are the rightful owners of their own lives and therefore have inherent freedoms and responsibilities.,1
"empowering washington will only lead to unintended consequences and unimagined economic and environmental pain; instead, we must unleash the power of scientific know how and competitive markets.",3
this has never been truer than it is today.,3
"this is an increase of up to $31 per child per week, or up to $1,627 per child per year.",4
community-based interventions are more effective at reducing re- offending and social exclusion than short-term imprisonment.,5
at the heart of the american experiment lies the greatest political expression of human dignity:,5
we seek trade solutions that promote sustainable forms of development,3
"however, the ff plus honours all police officers who are loyal and fearless in carrying out their duties, despite the difficult conditions and poor prospects.",5
"we will introduce new services for employees to give them the support they need, including quicker access to mental health and musculoskeletal services.",6
"the non-profit sector is a key partner in delivering major social policy reforms and in creating opportunities for australians to participate in work, engage in life-long learning and live with dignity and respect.",5
