text,label
and the feasibility of establishing a national PharmaCare Program that ensures that effective pharmaceuticals are available to all Canadians who need them.,4
We will ensure that offenders who are released into our communities are held accountable.,5
"Jack Layton and Canada’s NDP will respect equality by: Working with the provincial and territorial governments to set up a single income support mechanism for persons with disabilities, including a system of national disability supports.",4
"The Conservative Government is investing $1.5 billion over the next seven years in the production of biofuels,",3
Some banks are agitating to merge saying even larger financial organization is needed to compete in the global marketplace.,3
Working with progressive legislators and organizations in the United States and Mexico to achieve these reforms.,0
Protect the right of Afghanis to maintain the control over and the right to ownership of their resources and infrastructure and oppose privatization of natural resources in Afghanistan as part of reconstruction programs.,3
“Revenue neutral” means that the federal government does not increase its revenues through a new tax.,3
"Investments in child care and early learning are also smart because they help to level the playing field for those disadvantaged by birth or background, and because they set our youngest on the path to lifelong achievement.",4
Estimated annual cost in year four: $350 million.,4
"Allow the Auditor General to “follow the money” to end recipients by providing her with the statutory authority to conduct audits of the records, documents, and accounts of any individual, institution, or company that receives grants, contributions, or transfers under an agreement with the Government of Canada.",2
A Liberal government will build on its substantial set of existing financial and program commitments to ensure that the New Deal becomes a central component of our strategy to secure Canada’s success.,5
– Establishing a forum with film distributors to agree on targets and a strategy to screen and distribute domestic films in Canada.,4
The Canadian Arctic is a stunningly beautiful environment.,5
Restore funding for critical food safety testing and new produce approvals processes,3
Paul Martin and the Liberals have: Been consistently vague on Kyoto and made the environment ministry the target of some of the largest cuts to pay for tax reductions for oil and coal companies.,3
"The incentive to illegal, under-the table, economies is vastly reduced, although not entirely eliminated.",2
"Life expectancy has increased by more than a third, to 63 years.",0
The bottom line is: a tonne of carbon reduced in India or China or Malaysia is just as valuable in protecting Canadians from the dangerous impacts of climate change as a tonne reduced in Canada.,0
"We will phase out the “ever-greening” of patent drugs, no longer allowing large pharmaceutical corporations to continually renew their patents with little or no control.",3
Provide funding for developing and supporting renewable energy programs.,3
"Reduce worker injuries,",6
Freezing immigration fees to prevent gouging those who seek to make Canada their home and allowing immigration fees to be used as credit towards education and skills training in Canada.,6
"Canada depends on cities and communities that can attract the best talent and compete for investments as vibrant centers of commerce, learning and culture.",2
Canada also lagged behind in the effectiveness of regulations covering toxic and chemical waste.,4
"As part of those discussions, a Conservative government will propose that the federal government assume direct responsibility for the catastrophic drug plan in the Accord.",2
"For example, Sheila Copps, a former Deputy Prime Minister, was defeated by one of Paul Martin’s cabinet supporters in a nomination race that left many questions about its fairness.",2
Recover unpaid loans and outstanding taxes from corporations that are doing business with the federal government by deducting such debts from the contract payments.,2
It is part of how we Canadians define ourselves.,5
Ensure that whistleblowers have access to the courts and that they are provided with adequate legal counsel.,1
"All Aboriginal communities to have, by 2008, clean water and adequate housing.",4
"Setting out to develop a strategy with provinces and territories to ensure universal, high quality early childhood education and care in every region of Canada within a decade.",4
The gap between the prime rate and most credit cards is now 14.5 points.,3
"e) Supports local food economies by enabling local areas, without industrial scale agriculture, to develop area-specific food safety regulations meeting national standards without placing undue financial burdens on local farmers and food processors;",6
"the wood and paper products industries directly employ over 350,000 people and generate over $58 billion in sales annually – more than half our annual trade surplus.",3
"Launched a permanent, ongoing Expenditure Review procedure to eliminate waste and ensure that government spending delivers maximum value to taxpayers.",2
The need for greater economic security for individual caregivers;,3
"A re-elected Conservative Government led by Stephen Harper will continue to support Canada's military and development mission in Afghanistan and will respect the terms of the Parliamentary resolution passed in March, 2008.",0
"We must keep our streets safe, our borders secure, and our country strong.",5
Ensure that the Arctic is protected and defended through the Coast Guard and civilian enforcement of Canadian Law along with an adequate—but not excessive—military capability.,5
Any remaining portion of the reserve that is un-needed at fiscal year-end will be used to reduce the government’s debt.,3
The Green Party has adopted the goal of “zero waste.”,3
"Cancelling offensive, expensive and unnecessary weapons systems for the Canadian Armed Forces, reducing the DND bureaucracy, and reallocating savings to invest in reserve and regular personnel and better training and equipment so that they can carry out Canada’s vital peacekeeping and peacemaking roles.",0
"A Conservative government will help individuals, families, and businesses get ahead by lowering taxes, rewarding effort, and making Canada a great country to do business in.",3
"•A belief that good and responsible government is attentive to the people it represents and has representatives who at all times conduct themselves in an ethical manner and display integrity, honesty and concern for the best interest of all;",2
Our country and our confidence will be strong.,5
"In 2006 there were approximately 2,500 members of Canadian Forces in the Kandahar Province of Afghanistan, but just 56 Canadian troops on UN peacekeeping missions worldwide.",0
"It is an economic, social and global security issue.",4
strengthen the law regarding investigation of drug-impaired driving;,5
"Small businesses are the thread of Canada’s economic fabric, employing almost half of the private sector workforce and accounting for the majority of new job creation.",3
"To that end, the annual Contingency Reserve, if not needed, will be applied to reduce debt.",3
"The Blueprint, endorsed at the First Ministers Meeting in November 2005 and supported by an additional $1. 3 billion investment, is a comprehensive 10-year plan for the delivery of reliable, quality health care – on reserve and off.",4
"Our ability to split the atom, or exhume the fossil fuels from their burial places to burn them at profligate rates, threatens to tip the planet from its life sustaining cycles into catastrophic die-offs of human and non-human life forms.",3
Promote guidelines and best practices for home and cottage owners and for farmers.,4
"– Recently, the Paul Martin government launched the Integrated Strategy on Healthy Living and Chronic Disease.",4
Integrate goals for reduced fertility into the overall efforts to eliminate poverty.,4
"This strategy will encompass all drugs, not just marijuana, in implementing a nationwide awareness campaign to dissuade young people from using drugs.",5
Develop a digital on-line culture service to give ordinary Canadians expanded access to Canadian content.,4
Canadians must demand better for their communities.,5
A re-elected Conservative Government led by Stephen Harper will prevent any company from exporting raw bitumen (unprocessed oil from the oil sands) outside of Canada for upgrading in order to take advantage of lower pollution or greenhouse gas emissions standards elsewhere.,3
This generation has the potential to capitalize on the single biggest business opportunity in human history – the shift to a low-carbon economy.,3
"Earlier generations grew up with the aphorism “waste not, want not.”",5
A portion of this balance will be allocated to initiatives to be announced later in the campaign.,3
"d) Increase penalties for contravening the Act; and,",5
"Including their exorbitant fees, these corporations charge more than 60 per cent interest, exceeding the Criminal Code limit.",3
"We must demand better national security and law enforcement against criminals and terrorists,",5
Canadians want to take action to avoid the worst effects of climate change,4
Nuclear energy produces huge amounts of greenhouse gases.,4
It will be in place next year.,3
We must make sure they are supported in achieving their hopes and ambitions as new Canadians.,5
and ensure greater safety of products by introducing regulations on “line speed” in meat processing plants,3
We support implementation of the interim forestry package announced in November.,4
"* Create a regulatory framework for the safe production of marijuana by small, independent growers.",3
Implementing federal laws to outlaw replacement workers in strikes or lockouts in areas of federal jurisdiction.,3
A Conservative government will reduce job-killing business taxes to create jobs and grow Canada’s economy – for all of us.,3
"That is why we need a dispute settlement procedure that works and is respected by all parties, in letter and in spirit.",3
"Climate change is real; it is man made, and it is the most serious ecological crisis humanity has ever faced.",4
This means shifting from thinking of waste as a problem to considering waste as a resource.,3
